"name","id"
Baja-Dunapart kiág.,3048
KABERNET COOP IPVK.,3049
Tószegi elágazás,3050
Szolnok Kénsavgyár elág.,3051
Nyársapát elágazás,3052
Kőbánya kiágazás,3053
Budapest-Ferencváros K. Ren,3054
Fényeslitke-ászaki Rendező,3055
Szalkszentmáron élágazás,3056
Bösztöri elégazás,3057
Csengőd elágazás,3058
Hűvösvölgy,3070
Hárshegy,3071
Szépjuhászné,3072
Jánoshegy,3073
Virágvölgy,3074
Csillebérc,3075
Normafa,3076
Széchenyi-hegy,3077
Kunfehértó elágazás,3078
Bükkábrány,3079
Szárligeti elágazás,3080
Tatabányai elágazás,3081
Fatároló IPVK (széles),3082
Szolnok K indító,3083
Kőbánya felsői elág.,3084
Csisztai elágazsás,3086
Fehérpusztai elágazás,3087
Pamhagen-Pomogy,3093
SZBEK,3099
MHR,3100
MAVRES,3101
Miskolc Menetjegyiroda,3102
Pécs  Menetjegyiroda,3103
Debrecen  Menetjegyiroda,3104
Szombathely Menetjegyiroda,3105
Békéscsaba Menetjegyiroda,3107
Szeged Menetjegyiroda,3108
Kaposvár Menetjegyiroda,3109
Zalaegerszeg  Menetjegyiroda,3110
Szolnok Menetjegyiroda,3111
Nyíregyház IBUSZ,3112
Pécs IBUSZ,3113
Siófok IBUSZ,3114
Badapest IBUSZ Főiroda,3116
Székesfehésvár IBUSZ,3117
Tatabánya IBUSZ,3119
Békéscsaba IBUSZ,3120
Debrecen IBUSZ,3121
Dunaújváros IBUSZ,3122
Eger IBUSZ,3123
Győr IBUSZ,3126
Kecskemét IBUSZ,3129
Budapest IBUSZ Légiforgalom,3130
Miskolc IBUSZ,3132
Budapest AEROVIVA,3133
Budapest BLAGUS,3134
Budapest CWT,3135
Budapest EXPRESS,3136
Budapest Locomotív Travel,3137
Budapest OTP Travel,3138
Nyíregyháza OTP Travel,3139
Keszthely OTP Travel,3140
Budapest Exculis Tours,3141
Budapest Wastels,3143
Nyíregyháza Utas Tours,3144
MáV BTLK MeCs,3145
PSZBEK,3146
KSZFO,3147
Utasellátó Központ,3149
Budapest-Keleti JKA,3150
Budapest-Déli JKA,3151
Budapest-Nyugati JKA,3152
TSZK Budapest,3153
TSZK Miskolc,3154
TSZK Debrecen,3155
TSZK Szombathely,3156
TSZK Pécs,3157
TSZK Szeged,3158
PSZSZE Miskolc,3159
PSZSZE Debrecen,3160
PSZSZE Záhony,3161
PSZSZE Szeged,3162
PSZSZE Pécs,3163
PSZSZE Szombathely,3164
SZESZA Kontrolling Főosztál,3165
SZESZA ázemeltetési Főosztá,3166
SZESZA Marketing Főosztály,3167
GySEV SZESZA,3169
PSZSZE Budapest,3171
Komárom-Rendező,5929
Győr-Rendező,5930
Lovasberény,5931
Dudarbánya,5932
Balinka,5933
Pusztavám,5934
Bonyhád,5935
Véménd,5936
Hidvégradó Gr.,5937
Eperjeske Gr.,5938
Kőbánya-Teher,5939
Kőbánya-Hízlaló,5940
Dunakesz-Főműhely,5941
Soroksár-Terminál,5942
Miskolc-Rendező,5945
Borsodi ércmű,5946
Diósgyőr-Vasgyár,5947
Miskolc-Repülőtér,5948
Berente-Rendező,5949
Hidvégradó,5950
Szolnok-Teher,5951
Eperjeske-átrakó,5952
Baja-Dunapart,5953
Szeged-Rendező,5954
Nyíregyháza-átrakó,5955
Pécsbánya felső pu. IPV,5956
Pécsbánya Széchenyi akna IP,5957
Angyalföld elágazás,5958
Rákos elágazás,5959
Ferencváros elágazás,5960
Vasúttörténeti Park,5961
Budapest-Ferencváros Ny. Re,5962
Városligeti elágazás,5963
Budapest Soroksári út Rende,5964
Rendezői elágazás,5965
Solymári elágazás,5966
Kispest elágazás,5967
Pestszentimre felső elágazá,5968
DCM elágazás,5969
DCM IPV.,5970
Újszász elágazás,5971
Szolnok A elágazás,5972
Szolnok B elágazás,5973
Szolnok C elágazás,5974
Szolnok D elágazás,5975
Szolnok E elágazás,5976
Szolnok-Rendező,5977
Paládicspuszta elágazás,5978
Abony elágazás,5979
Hatvani B elágazás,5980
Hatvani D elágazás,5981
Hatvan-Rendező,5982
Hatvani C elágazás,5983
Hatvani A elágazás,5984
Érd elágazás,5985
ISG ipv. kiág.,5986
Győrszentiváni elágazás,5987
Győrszebadhegy elágazás,5988
Barosstelep,5989
Ferihegy,5990
Budapest Közlöny Centrum,5991
Neckermann Bp. Szt. István krt.,5992
Szeged Egyetem,5994
Debrecen Egyetem,5995
Nyíregyháza Főiskola,5996
Budapest ELTE,5997
Budapest BME,5998
Győr Egyetem,5999
Miskolc Egyetem,6000
Pécs Egyetem,6001
Neckermann Bp. Batthyány tér,6003
Turisztikai Hivatal Ferihegy 1,6004
Budapest Menetjegyiroda,6005
Vasútmúzeum,6006
Budapesti Corvinus Egyetem,6007
Dinnyés,6008
Vidám Delfin Kft. Nyíregyháza,6009
Kelenföld JKA,6010
Ferihegy JKA,6011
Pestszentlőrinc JKA,6012
Sáferkút,6013
Égerláp,6014
Szabadságliget,6015
Nyíregyháza - Forever Car,6016
Utazás kiállítás 2012,6017
Hegyeshalom,6018
Rajka,6019
Porpác,6020
Vép,6021
Szombathely,6022
Mosonszolnok,6023
Jánossomorja,6024
Hanság-Nagyerdő,6025
Bősárkány,6026
Szil-Sopronnémeti,6027
Magyarkeresztúr-Zsebeháza,6028
Páli-Vadosfa,6029
Beled,6030
Dénesfa,6031
Csánig,6032
Répcelak,6033
Vámoscsalád,6034
Vasegerszeg,6035
Hegyfalu,6036
Pósfa,6037
Ölbő-Alsószeleste,6038
Sorkifalud,6039
Szentléránt,6040
Püspökmolnári,6041
Vasvár,6042
Pácsony,6043
Győrvár,6044
Egervár-Vasboldogasszony,6045
Zalaszentlőrinc,6046
Zalaszentiván,6047
Gencsapáti alsó,6048
Gyöngyösfalu,6049
Lukácsháza,6050
Kőszeg,6051
Hanságliget,6052
Vica,6053
Gencsapáti felső,6054
Lukácsháza alsó,6055
Kőszegfalva,6056
Gyöngyöshermán,6057
Bezenye,6058
Kámon,6059
Pázmáneum Egyetem,6060
Balatonfenyves GV,6061
Imremajor,6062
Pálmajor,6063
Somogyszentpál felső,6064
Somogyszentpál,6065
Budatétény PA,6066
Budaörs PA,6067
Felsőpakony PA,6068
Fótújfalu PA,6069
Solymár PA,6070
Vác-Alsóváros PA,6071
Kengyel PA,6073
Érdliget PA,6074
Pusztaszentistván,6098
Fonyódliget PA,6099
Ábrahámhegy PA,6100
Csopak PA,6101
Balatongyörök PA,6103
Kastélypark,6104
Magdolnavölgy,6105
Szob alsó PA,6106
Konyár PA,6107
Pocsaj-Esztár PA,6108
Corvinus Budapest - PE,6111
VD Főisk. Nyíregyháza - PE,6112
Monor JKA,6113
Óbuda Egyetem Bp. - PE,6114
Szabadifürdő PA,6116
Balatonszéplak felső PA,6117
Balatonakali-Dörgicse PA,6119
Badacsonytomaj PA,6120
Velencefürdő PA,6122
Keleti Károly H. K. Bp. - PE,6123
Kismarja PA,6124
Vecsés-Kertekalja PA,6125
Kelenföld BKK Ügyf.kp. - PE,6126
Aranyvölgy,6127
Szélhegy,6128
Vörösvárbánya,6129
Aquincum,6130
Csittényhegy,6131
Gyenesdiás PA,6132
DATA-PRESS Angyalföld,6133
DATA-PRESS Aquincum,6134
DATA-PRESS Óbuda,6135
DATA-PRESS Aranyvölgy,6136
DATA-PRESS Üröm,6137
DATA-PRESS Szélhegy,6138
DATA-PRESS Vörösvárbánya,6139
DATA-PRESS Szabadságliget,6140
DATA-PRESS Magdolnavölgy,6141
DATA-PRESS Pilisjászfalu,6142
DATA-PRESS Piliscsév,6143
DATA-PRESS Esztergom-Kertváros,6144
Tiszaföldvár PA,6145
PA1-Balatonszepezd,6146
PA-Leányvár,6147
PA1-Solymár,6148
PA-Klotildliget,6149
PA-Pázmáneum,6150
PA1-Szob alsó,6151
PA1-Vác-Alsóváros,6152
PA1-Fótújfalu,6153
PA1-Érdliget,6154
PA1-Rákosrendező,6155
Mobil jegykiadó 1,6156
Mobil jegykiadó 2,6157
Martfű PA,6158
Balatonmáriafürdő alsó PA,6161
Balatonszepezd PA,6162
Balatonfűzfő PA,6163
Vecsés-Kertekalja PA,6164
Máriahullámtelep,6165
Máriaszőlőtelep,6166
DATA-PRESS Pázmáneum,6167
GYSEV-virtuális Sopron,6170
GYSEV-Budapest,6171
GYSEV-virtuális Szombathely,6172
Püspökmolnári autóbusz-forduló,7000
Nádasd,7001
Zalaegerszeg,7002
Bagod,7003
Hagyárosbörönd,7004
Márkus,7005
Hegyhátsál,7006
Katafa,7007
"Körmend, Hunyadi u.",7008
Hegyháthodász elág,7009
Neusiedl am See,7011
Gols,7012
Mönchhof,7013
Frauenkirchen,7014
